veto_timestamp_utc,market_id,strategy,subtype,direction,precio_plan,stake_eur,ratio_inicial,muestras_json,mejora_detectada,t_mejora_s,ratio_max
2026-07-29T14:50:12+00:00,3156562,GBM_LATE_15M,ETH#15min,BUY_YES,0.535,1.05,0.0,"[[5.0,0.0,0.74],[10.1,0.0,0.73],[15.2,0.0,0.77],[20.3,0.0,0.76],[25.4,0.0,0.85],[30.5,0.0,0.83],[35.6,0.0,0.82],[40.7,0.0,0.82],[45.8,0.0,0.83],[50.9,0.0,0.81],[56.0,0.0,0.81],[61.1,0.0,0.78]]",0,,0.0
2026-07-29T14:50:30+00:00,3156562,GBM_LATE_15M,ETH#15min,BUY_YES,0.535,1.05,0.0,"[[5.0,0.0,0.8],[10.1,0.0,0.83],[15.2,0.0,0.79],[20.3,0.0,0.82],[25.4,0.0,0.81],[30.5,0.0,0.84],[35.6,0.0,0.82],[40.6,0.0,0.8],[45.7,0.0,0.82],[50.8,0.0,0.76],[55.9,0.0,0.75],[61.0,0.0,0.77]]",0,,0.0
2026-07-29T14:50:40+00:00,3156562,GBM_LATE_15M,ETH#15min,BUY_YES,0.535,1.05,0.0,"[[5.0,0.0,0.79],[10.1,0.0,0.82],[15.2,0.0,0.83],[20.3,0.0,0.83],[25.3,0.0,0.81],[30.4,0.0,0.8],[35.5,0.0,0.82],[40.6,0.0,0.78],[45.6,0.0,0.75],[50.7,0.0,0.76],[55.8,0.0,0.77],[61.1,0.0,0.79]]",0,,0.0
2026-07-29T15:35:52+00:00,3157364,GBM_LATE_15M_TARDIO,SOL#15min,BUY_YES,candidato_evaluacion,0.465,1.05,0.0,"[[5.0,0.0,0.7],[10.1,0.0,0.71],[15.2,0.0,0.72],[20.3,0.0,0.75],[25.4,0.0,0.7],[30.5,0.0,0.73],[35.6,0.0,0.73],[40.6,0.0,0.76],[45.7,0.0,0.77],[52.8,0.0,0.77],[57.9,0.0,0.77],[63.0,0.0,0.81]]",0,,0.0
2026-07-29T15:35:52+00:00,3157503,GBM_LATE_5M,XRP#5min,BUY_YES,candidato_evaluacion,0.505,1.05,0.0,"[[5.0,0.0,0.73],[10.1,0.0,0.77],[15.2,0.0,0.79],[20.3,0.0,0.86],[25.4,0.0,0.8],[30.5,0.0,0.87],[35.6,0.0,0.88],[40.6,0.0,0.92],[45.7,0.0,0.92],[52.8,0.0,0.92],[57.9,0.0,0.92],[63.0,0.0,0.95]]",0,,0.0
2026-07-29T15:40:47+00:00,3157355,GBM_LATE_15M,DOGE#15min,BUY_NO,candidato_evaluacion,0.5,1.05,0.0,"[[5.0,0.0,0.74],[10.1,0.0,0.77],[15.2,0.0,0.8],[20.3,0.0,0.78],[25.4,0.0,0.77],[30.5,0.0,0.72],[35.6,0.0,0.76],[40.7,0.0,0.79],[45.8,0.0,0.79],[50.9,0.0,0.79],[56.0,0.0,0.76],[61.1,0.0,0.78]]",0,,0.0
2026-07-29T15:40:47+00:00,3157363,UPDOWN_GBM,XRP#15min,BUY_NO,candidato_evaluacion,0.48,1.05,0.0,"[[5.0,0.0,0.94],[10.2,0.0,0.97],[15.2,0.0,0.96],[20.3,0.0,0.94],[25.4,0.0,0.96],[30.5,0.0,0.96],[35.6,0.0,0.96],[40.7,0.0,0.96],[45.8,0.0,0.96],[50.9,0.0,0.96],[56.0,0.0,0.96],[61.2,0.0,0.95]]",0,,0.0
2026-07-29T15:40:48+00:00,3157364,GBM_LATE_15M,SOL#15min,BUY_NO,candidato_evaluacion,0.24,1.05,0.0,"[[5.0,0.0,0.84],[10.1,0.0,0.87],[15.2,0.0,0.87],[20.4,0.0,0.84],[25.4,0.0,0.84],[30.6,0.0,0.82],[35.7,0.0,0.86],[40.9,0.0,0.87],[46.0,0.0,0.86],[51.0,0.0,0.88],[56.2,0.0,0.86],[61.2,0.0,0.86]]",0,,0.0
2026-07-29T15:40:49+00:00,3157627,GBM_LATE_5M,BTC#5min,BUY_YES,candidato_evaluacion,0.505,1.05,0.0,"[[5.0,0.0,0.66],[10.2,0.0,0.64],[15.4,0.0,0.74],[20.5,0.0,0.77],[25.6,0.0,0.75],[30.7,0.0,0.81],[35.8,0.0,0.79],[41.0,0.0,0.8],[46.1,0.0,0.78],[51.2,0.0,0.78],[56.3,0.0,0.8],[61.4,0.0,0.84]]",0,,0.0
2026-07-29T15:41:32+00:00,3157364,UPDOWN_GBM_15M_TARDIO,SOL#15min,BUY_NO,candidato_evaluacion,0.24,1.05,0.0,"[[5.0,0.0,0.88],[10.1,0.0,0.88],[15.2,0.0,0.86],[20.3,0.0,0.84],[25.4,0.0,0.87],[30.5,0.0,0.87],[35.6,0.0,0.88],[40.7,0.0,0.9],[45.8,0.0,0.89],[50.9,0.0,0.89],[56.0,0.0,0.95],[61.1,0.0,0.94]]",0,,0.0
2026-07-29T15:41:31+00:00,3157363,GBM_LATE_15M_ESPACIO_ATR,XRP#15min,BUY_NO,candidato_evaluacion,0.48,1.05,0.0,"[[5.0,0.0,0.96],[10.1,0.0,0.96],[15.2,0.0,0.96],[20.3,0.0,0.96],[25.4,0.0,0.96],[30.5,0.0,0.96],[35.6,0.0,0.96],[40.7,0.0,0.96],[45.9,0.0,0.96],[51.0,0.0,0.96],[56.1,0.0,0.97],[61.2,0.0,0.97]]",0,,0.0
2026-07-29T15:41:31+00:00,3157364,UPDOWN_GBM,SOL#15min,BUY_NO,candidato_evaluacion,0.24,1.05,0.0,"[[5.0,0.0,0.88],[10.1,0.0,0.88],[15.2,0.0,0.86],[20.4,0.0,0.84],[25.5,0.0,0.87],[30.6,0.0,0.87],[35.6,0.0,0.88],[40.8,0.0,0.9],[46.0,0.0,0.89],[51.1,0.0,0.89],[56.2,0.0,0.94],[61.3,0.0,0.94]]",0,,0.0
2026-07-29T15:42:15+00:00,3157631,GBM_LATE_5M,XRP#5min,BUY_YES,candidato_evaluacion,0.505,1.05,0.0,"[[5.0,0.0,0.61],[10.1,0.0,0.56],[15.2,0.0,0.58],[20.4,0.0,0.63],[25.5,0.0,0.57],[30.6,3.0,0.53],[35.8,31.6,0.48],[40.9,36.1,0.48],[46.0,39.5,0.48],[51.1,0.0,0.57],[56.3,0.0,0.55],[61.4,0.0,0.7]]",1,35.8,39.5
2026-07-29T15:51:55+00:00,3157814,FAVORITO_CONFIRMADO,BTC#15min,BUY_YES,candidato_evaluacion,0.575,1.05,0.0,"[[5.0,0.0,0.74],[10.1,0.0,0.72],[15.2,0.0,0.7],[20.3,0.0,0.75],[25.5,0.0,0.73],[30.6,0.0,0.71],[35.8,0.0,0.69],[40.9,0.0,0.69],[46.0,0.0,0.67],[51.1,0.0,0.65],[56.2,0.0,0.61],[61.3,0.0,0.67]]",0,,0.0
2026-07-29T15:51:55+00:00,3157812,GBM_LATE_15M_ESPACIO_ATR,XRP#15min,BUY_YES,candidato_evaluacion,0.525,1.05,0.0,"[[5.0,0.0,0.69],[10.1,0.0,0.68],[15.3,0.0,0.67],[20.4,0.0,0.67],[25.6,0.0,0.67],[30.8,0.0,0.67],[36.0,0.0,0.65],[41.1,0.0,0.65],[46.3,0.0,0.64],[51.4,0.0,0.57],[56.5,86.3,0.48],[61.6,0.0,0.56]]",1,56.5,86.3
2026-07-29T15:51:54+00:00,3157804,GBM_LATE_15M_TARDIO,SOL#15min,BUY_YES,candidato_evaluacion,0.415,1.05,0.0,"[[5.0,0.0,0.68],[10.1,0.0,0.7],[15.3,0.0,0.71],[20.5,0.0,0.71],[25.6,0.0,0.68],[30.8,0.0,0.68],[35.9,0.0,0.67],[41.0,0.0,0.67],[46.2,0.0,0.67],[51.3,0.0,0.65],[56.5,0.0,0.61],[61.6,0.0,0.68]]",0,,0.0
2026-07-29T15:51:54+00:00,3157812,GBM_LATE_15M,XRP#15min,BUY_YES,candidato_evaluacion,0.525,1.05,0.0,"[[5.0,0.0,0.69],[10.1,0.0,0.68],[15.3,0.0,0.67],[20.4,0.0,0.67],[25.6,0.0,0.67],[30.8,0.0,0.67],[36.0,0.0,0.65],[41.1,0.0,0.65],[46.2,0.0,0.64],[51.3,0.0,0.57],[56.5,86.3,0.48],[61.6,0.0,0.56]]",1,56.5,86.3
2026-07-29T15:51:53+00:00,3157803,GBM_LATE_15M,DOGE#15min,BUY_YES,candidato_evaluacion,0.5,1.05,0.0,"[[5.0,0.0,0.88],[10.1,0.0,0.9],[15.3,0.0,0.87],[20.4,0.0,0.86],[25.6,0.0,0.87],[30.8,0.0,0.87],[36.1,0.0,0.87],[41.2,0.0,0.87],[46.4,0.0,0.87],[51.5,0.0,0.82],[56.6,0.0,0.79],[61.7,0.0,0.84]]",0,,0.0
2026-07-29T15:53:11+00:00,3157804,UPDOWN_GBM_15M_TARDIO,SOL#15min,BUY_YES,candidato_evaluacion,0.415,1.05,0.0,"[[5.0,0.0,0.67],[10.2,0.0,0.59],[15.3,0.0,0.55],[20.4,0.0,0.49],[25.5,0.0,0.48],[30.8,64.2,0.4],[35.9,0.0,0.45],[41.0,0.0,0.45],[46.1,0.0,0.53],[51.2,0.0,0.44],[56.3,162.0,0.36],[61.5,283.9,0.27]]",1,30.8,283.9
2026-07-29T15:56:18+00:00,3030291,RESOLUTION_SNIPER,BTC#sniper,BUY_NO,candidato_evaluacion,0.625,1.05,0.0,"[[5.0,0.0,0.87],[10.1,0.0,0.89],[15.2,0.0,0.86],[20.3,0.0,0.9],[25.4,0.0,0.9],[30.5,0.0,0.9],[35.6,0.0,0.9],[40.7,0.0,0.85],[45.9,0.0,0.9],[51.0,0.0,0.9],[56.0,0.0,0.91],[61.2,0.0,0.9]]",0,,0.0
2026-07-29T15:56:19+00:00,3157812,UPDOWN_GBM_15M_TARDIO,XRP#15min,BUY_NO,candidato_evaluacion,0.475,1.05,0.0,"[[5.0,0.0,0.89],[10.1,0.0,0.88],[15.2,0.0,0.84],[20.3,0.0,0.89],[25.4,0.0,0.93],[30.5,0.0,0.87],[35.6,0.0,0.88],[40.7,0.0,0.84],[45.9,0.0,0.9],[51.0,0.0,0.9],[56.1,0.0,0.87],[61.2,0.0,0.88]]",0,,0.0
2026-07-29T15:56:19+00:00,3157814,GBM_LATE_15M,BTC#15min,BUY_NO,candidato_evaluacion,0.675,1.05,0.0,"[[5.0,0.0,0.79],[10.1,0.0,0.77],[15.2,0.0,0.76],[20.3,0.0,0.84],[25.4,0.0,0.84],[30.5,0.0,0.82],[35.6,0.0,0.81],[40.7,0.0,0.73],[46.0,0.0,0.86],[51.0,0.0,0.83],[56.1,0.0,0.82],[61.2,0.0,0.83]]",0,,0.0
2026-07-29T15:56:19+00:00,3030342,RESOLUTION_SNIPER,BTC#sniper,BUY_NO,candidato_evaluacion,0.64,1.05,0.0,"[[5.0,0.0,0.85],[10.1,0.0,0.85],[15.2,0.0,0.83],[20.3,0.0,0.86],[25.4,0.0,0.89],[30.5,0.0,0.89],[35.6,0.0,0.87],[40.7,0.0,0.86],[45.9,0.0,0.87],[51.0,0.0,0.89],[56.1,0.0,0.9],[61.2,0.0,0.89]]",0,,0.0
2026-07-29T15:56:18+00:00,3030289,RESOLUTION_SNIPER,BTC#sniper,BUY_YES,candidato_evaluacion,0.71,1.05,0.0,"[[5.0,0.0,0.9],[10.1,0.0,0.88],[15.2,0.0,0.85],[20.3,0.0,0.91],[25.4,0.0,0.9],[30.5,0.0,0.9],[35.6,0.0,0.93],[40.9,0.0,0.87],[46.0,0.0,0.91],[51.1,0.0,0.91],[56.2,0.0,0.94],[61.3,0.0,0.9]]",0,,0.0
2026-07-29T16:07:21+00:00,3161821,BALLENAS_CONFIRMADAS_15M,DOGE#15min,BUY_YES,candidato_evaluacion,0.18,1.05,3.4,"[[5.0,3.4,0.18],[10.1,0.0,0.21],[15.2,3.4,0.18],[20.3,0.0,0.19],[25.6,0.0,0.19],[30.7,0.0,0.19],[35.9,0.0,0.19],[41.0,0.0,0.29],[46.3,0.0,0.2],[51.5,6.7,0.17],[56.6,6.7,0.17],[61.7,0.0,0.21]]",1,51.5,6.7
2026-07-29T16:07:46+00:00,3161816,GBM_LATE_15M_TARDIO,BTC#15min,BUY_YES,candidato_evaluacion,0.425,1.05,0.0,"[[5.0,0.0,0.57],[10.1,0.0,0.58],[15.2,0.0,0.58],[20.4,0.0,0.58],[25.8,0.0,0.46],[30.9,0.0,0.45],[36.0,0.0,0.55],[41.2,0.0,0.56],[46.4,0.0,0.49],[51.6,0.0,0.55],[56.9,0.0,0.6],[62.0,0.0,0.58]]",0,,0.0
2026-07-29T16:07:44+00:00,3161788,GBM_LATE_15M_TARDIO,ETH#15min,BUY_YES,candidato_evaluacion,0.365,1.05,0.0,"[[5.0,0.0,0.59],[10.1,0.0,0.59],[15.2,0.0,0.59],[20.4,0.0,0.58],[25.8,0.0,0.49],[30.9,0.0,0.5],[36.1,0.0,0.55],[41.2,0.0,0.56],[46.4,0.0,0.51],[51.5,0.0,0.55],[56.8,0.0,0.6],[62.0,0.0,0.58]]",0,,0.0
2026-07-29T16:07:45+00:00,3161809,GBM_LATE_15M,XRP#15min,BUY_YES,candidato_evaluacion,0.505,1.05,0.0,"[[5.0,0.0,0.64],[10.1,0.0,0.62],[15.2,0.0,0.62],[20.5,0.0,0.63],[25.9,0.0,0.55],[31.0,0.0,0.55],[36.2,0.0,0.6],[41.6,0.0,0.6],[46.8,0.0,0.54],[52.0,0.0,0.56],[57.2,0.0,0.6],[62.3,0.0,0.58]]",0,,0.0
2026-07-29T16:07:44+00:00,3161798,GBM_LATE_15M,SOL#15min,BUY_YES,candidato_evaluacion,0.325,1.05,0.0,"[[5.0,0.0,0.41],[10.1,0.0,0.4],[15.2,0.0,0.4],[20.4,0.0,0.4],[25.9,0.0,0.35],[31.0,0.0,0.35],[36.2,0.0,0.38],[41.6,0.0,0.37],[46.8,0.0,0.35],[51.9,0.0,0.37],[57.1,0.0,0.41],[62.3,0.0,0.39]]",0,,0.0
2026-07-29T16:21:03+00:00,3164329,GBM_LATE_5M,XRP#5min,BUY_YES,candidato_evaluacion,0.5,1.05,0.0,"[[5.0,0.0,0.69],[10.1,0.0,0.74],[15.2,0.0,0.79],[20.3,0.0,0.79],[25.4,0.0,0.79],[30.4,0.0,0.78],[35.5,0.0,0.78],[40.6,0.0,0.78],[45.7,0.0,0.78],[50.7,0.0,0.83],[55.8,0.0,0.85],[60.9,0.0,0.93]]",0,,0.0
2026-07-29T16:21:03+00:00,3163327,UPDOWN_GBM_15M_TARDIO,BNB#15min,BUY_NO,candidato_evaluacion,0.485,1.05,0.0,"[[5.0,23.3,0.46],[10.1,63.4,0.44],[15.2,64.0,0.42],[20.3,59.2,0.42],[25.4,57.5,0.42],[30.4,38.8,0.41],[35.5,55.2,0.37],[40.6,60.7,0.33],[45.7,60.7,0.33],[50.8,34.6,0.33],[55.8,63.3,0.33],[60.9,111.3,0.27]]",1,5.0,111.3
2026-07-29T16:21:02+00:00,3163307,FAVORITO_CONFIRMADO,BTC#15min,BUY_YES,candidato_evaluacion,0.555,1.05,0.0,"[[5.0,0.0,0.67],[10.1,0.0,0.71],[15.2,0.0,0.72],[20.3,0.0,0.72],[25.3,0.0,0.71],[30.4,0.0,0.73],[35.5,0.0,0.72],[40.6,0.0,0.73],[45.7,0.0,0.73],[50.7,0.0,0.73],[55.8,0.0,0.72],[60.9,0.0,0.8]]",0,,0.0
2026-07-29T16:21:35+00:00,3163317,GBM_LATE_15M,XRP#15min,BUY_YES,candidato_evaluacion,0.51,1.05,0.0,"[[5.0,0.0,0.73],[10.1,0.0,0.73],[15.2,0.0,0.74],[20.2,0.0,0.76],[25.3,0.0,0.78],[30.4,0.0,0.94],[35.5,0.0,0.95],[40.6,0.0,0.96],[45.6,0.0,0.96],[50.7,0.0,0.96],[55.8,0.0,0.96],[60.9,0.0,0.96]]",0,,0.0
2026-07-29T16:21:36+00:00,3163326,GBM_LATE_15M,SOL#15min,BUY_YES,candidato_evaluacion,0.435,1.05,0.0,"[[5.0,0.0,0.61],[10.1,0.0,0.63],[15.2,0.0,0.64],[20.2,0.0,0.64],[25.3,0.0,0.65],[30.4,0.0,0.79],[35.5,0.0,0.82],[40.6,0.0,0.82],[45.6,0.0,0.87],[50.7,0.0,0.89],[55.8,0.0,0.92],[60.9,0.0,0.94]]",0,,0.0
2026-07-29T16:21:36+00:00,3163317,GBM_LATE_15M_TARDIO,XRP#15min,BUY_YES,candidato_evaluacion,0.51,1.05,0.0,"[[5.0,0.0,0.73],[10.1,0.0,0.73],[15.2,0.0,0.74],[20.2,0.0,0.76],[25.3,0.0,0.78],[30.4,0.0,0.94],[35.5,0.0,0.95],[40.6,0.0,0.96],[45.7,0.0,0.96],[50.7,0.0,0.96],[55.8,0.0,0.96],[60.9,0.0,0.96]]",0,,0.0
2026-07-29T16:21:37+00:00,3163326,GBM_LATE_15M,SOL#15min,BUY_YES,veto_profundidad,0.435,1.05,0.0,"[[5.0,0.0,0.63],[10.1,0.0,0.64],[15.2,0.0,0.64],[20.2,0.0,0.64],[25.3,0.0,0.73],[30.4,0.0,0.82],[35.5,0.0,0.82],[40.6,0.0,0.82],[45.7,0.0,0.87],[50.8,0.0,0.92],[55.8,0.0,0.93],[60.9,0.0,0.94]]",0,,0.0
2026-07-29T16:21:44+00:00,3163326,GBM_LATE_15M,SOL#15min,BUY_YES,veto_profundidad,0.435,1.05,0.0,"[[5.0,0.0,0.64],[10.1,0.0,0.64],[15.2,0.0,0.65],[20.3,0.0,0.77],[25.3,0.0,0.82],[30.4,0.0,0.82],[35.5,0.0,0.83],[40.6,0.0,0.87],[45.7,0.0,0.92],[50.7,0.0,0.94],[55.8,0.0,0.95],[60.9,0.0,0.96]]",0,,0.0
2026-07-29T16:22:14+00:00,3163326,GBM_LATE_15M,SOL#15min,BUY_YES,veto_profundidad,0.435,1.05,0.0,"[[5.0,0.0,0.83],[10.1,0.0,0.87],[15.2,0.0,0.92],[20.3,0.0,0.93],[25.4,0.0,0.94],[30.4,0.0,0.95],[35.5,0.0,0.96],[40.6,0.0,0.95],[45.7,0.0,0.95],[50.8,0.0,0.93],[55.8,0.0,0.96],[60.9,0.0,0.95]]",0,,0.0
2026-07-29T16:22:13+00:00,3163309,GBM_LATE_15M,DOGE#15min,BUY_YES,candidato_evaluacion,0.5,1.05,0.0,"[[5.0,0.0,0.84],[10.1,0.0,0.89],[15.2,0.0,0.93],[20.3,0.0,0.93],[25.4,0.0,0.93],[30.4,0.0,0.95],[35.5,0.0,0.96],[40.6,0.0,0.96],[45.7,0.0,0.96],[50.7,0.0,0.96],[55.8,0.0,0.97],[60.9,0.0,0.97]]",0,,0.0
2026-07-29T16:22:13+00:00,3163326,GBM_LATE_15M_ESPACIO_ATR,SOL#15min,BUY_YES,candidato_evaluacion,0.435,1.05,0.0,"[[5.0,0.0,0.83],[10.1,0.0,0.87],[15.2,0.0,0.92],[20.3,0.0,0.93],[25.4,0.0,0.94],[30.5,0.0,0.95],[35.5,0.0,0.96],[40.6,0.0,0.95],[45.7,0.0,0.95],[50.8,0.0,0.93],[55.9,0.0,0.96],[61.0,0.0,0.95]]",0,,0.0
2026-07-29T16:25:06+00:00,3128747,FAVORITO_CONFIRMADO,BTC#60min,BUY_YES,candidato_evaluacion,0.595,1.05,0.0,"[[5.0,0.0,0.79],[10.1,0.0,0.77],[15.2,0.0,0.75],[20.2,0.0,0.73],[25.3,0.0,0.73],[30.4,0.0,0.73],[35.5,0.0,0.73],[40.5,0.0,0.73],[45.6,0.0,0.73],[50.7,0.0,0.7],[55.8,0.0,0.7],[60.9,0.0,0.73]]",0,,0.0
2026-07-29T16:25:09+00:00,3163307,FAVORITO_CONFIRMADO_15MIN_EXTREMO,BTC#15min,BUY_YES,candidato_evaluacion,0.935,1.05,0.0,"[[5.0,0.0,0.989],[10.1,376.8,0.98],[15.2,528.0,0.966],[20.3,545.3,0.97],[25.3,2108.2,0.957],[30.4,829.8,0.969],[35.5,677.9,0.969],[40.6,766.7,0.969],[45.7,1463.9,0.951],[50.7,1601.4,0.958],[55.8,355.0,0.97],[60.9,275.3,0.98]]",1,10.1,2108.2
2026-07-29T16:25:50+00:00,3163317,GBM_LATE_15M_ESPACIO_ATR,XRP#15min,BUY_YES,candidato_evaluacion,0.51,1.05,0.0,"[[5.0,0.0,0.99],[10.1,0.0,0.99],[15.2,0.0,0.99],[20.2,0.0,0.99],[25.3,0.0,0.99],[30.4,0.0,0.99],[35.5,0.0,0.99],[40.6,0.0,0.99],[45.6,0.0,0.99],[50.7,0.0,0.99],[55.8,0.0,0.99],[60.9,0.0,0.99]]",0,,0.0
2026-07-29T16:25:50+00:00,3166528,GBM_LATE_5M,XRP#5min,BUY_YES,candidato_evaluacion,0.5,1.05,0.0,"[[5.0,34.4,0.51],[10.1,34.8,0.49],[15.2,0.0,0.6],[20.3,0.0,0.54],[25.4,63.9,0.47],[30.5,77.7,0.45],[35.6,35.7,0.46],[40.7,39.4,0.47],[45.9,86.6,0.44],[50.9,119.0,0.37],[56.0,126.0,0.39],[61.1,61.9,0.48]]",1,5.0,126.0
2026-07-29T16:34:23+00:00,3167783,GBM_LATE_15M,DOGE#15min,BUY_NO,candidato_evaluacion,0.485,1.05,0.0,"[[5.0,0.0,0.82],[10.1,0.0,0.82],[15.2,0.0,0.82],[20.3,0.0,0.83],[25.3,0.0,0.83],[30.4,0.0,0.83],[35.5,0.0,0.87],[40.6,0.0,0.88],[45.7,0.0,0.88],[50.8,0.0,0.87],[55.9,0.0,0.88],[61.0,0.0,0.88]]",0,,0.0
