fecha,clave,bucket,n,pnl_medio,shuffle_p,veredicto
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.10,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.15,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.25,1,2.3914,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.30,2,2.0231,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.35,4,0.277,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.40,7,0.2548,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.45,41,0.2796,0.957,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.50,99,0.4,0.054,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.55,46,0.2257,0.649,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.60,22,0.3722,0.558,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.65,14,-0.0519,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.70,17,0.2821,0.973,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.75,7,0.2692,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.80,9,0.0784,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.85,3,0.1433,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.90,8,0.0881,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#5min,0.95,6,-0.1491,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.00,2,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.10,1,5.7129,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.15,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.20,2,3.0292,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.30,6,-0.0511,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.35,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.40,4,1.2205,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.45,10,0.6368,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.50,20,0.3916,0.862,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.55,12,-0.0259,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.60,12,0.1944,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.65,4,0.4692,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.70,10,0.2224,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.75,3,0.2834,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.80,1,0.2181,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#15min,0.95,7,0.0196,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.00,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.20,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.30,2,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.35,3,0.7689,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.40,5,-0.5534,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.45,10,-0.3977,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.50,8,0.606,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.55,10,0.3763,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.60,9,0.0445,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.65,5,0.4418,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.70,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.75,2,-0.345,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.80,4,-0.0897,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.85,5,0.1517,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.90,3,0.0922,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#15min,0.95,2,0.0056,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.00,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.20,1,2.945,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.25,3,0.1305,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.30,2,0.4881,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.40,9,0.5185,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.45,22,0.0196,0.139,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.50,46,0.3536,0.539,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.55,4,0.3058,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.60,6,0.3251,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.65,4,0.4899,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.70,2,0.3713,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.75,1,0.2778,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.80,1,0.1905,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.85,2,0.1455,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BTC#15min,0.95,4,0.0265,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.25,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.30,3,1.0194,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.35,3,0.7456,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.40,2,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.45,16,-0.1107,0.321,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.50,10,0.1161,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.55,13,0.436,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.60,11,-0.2682,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.65,7,0.4704,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.70,4,0.0173,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.75,4,0.2782,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.80,1,0.1905,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.85,3,-0.612,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.90,1,0.0594,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#15min,0.95,9,0.0278,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.00,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.20,2,3.2973,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.35,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.40,4,0.1447,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.45,9,0.1495,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.50,46,0.2626,0.976,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.55,11,0.0805,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.60,11,0.27,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.65,2,0.4178,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.70,3,0.3684,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.75,1,0.2937,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.85,1,0.139,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.90,1,0.0594,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#15min,0.95,3,0.023,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.00,5,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.05,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.15,2,1.4824,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.20,8,0.0554,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.25,3,1.343,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.30,3,1.0194,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.40,3,0.5262,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.45,15,-0.0681,0.424,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.50,84,0.1307,0.89,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.55,29,0.1771,0.758,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.60,12,0.4379,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.65,13,0.0129,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.70,12,-0.2038,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.75,4,-0.0373,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.80,4,0.2078,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.85,5,0.1344,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.90,3,0.0773,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#XRP#5min,0.95,10,0.0231,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.00,5,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.05,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.10,2,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.15,1,5.27,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.20,4,0.0743,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.25,2,2.5907,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.30,5,0.7727,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.35,9,0.407,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.40,12,0.329,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.45,37,0.1033,0.55,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.50,64,0.2257,0.745,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.55,45,0.3269,0.292,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.60,38,-0.0054,0.192,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.65,10,0.3254,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.70,12,0.1368,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.75,4,-0.3569,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.80,3,0.1998,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.85,6,-0.0363,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.90,3,0.0884,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#ETH#5min,0.95,3,0.0224,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.00,2,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.10,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.15,2,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.20,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.25,2,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.30,4,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.35,3,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.40,8,0.962,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.45,7,-0.121,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.50,40,0.0727,0.803,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.55,40,0.2294,0.104,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.60,35,0.0845,0.746,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.65,17,0.1119,0.694,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.70,15,0.0944,0.802,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.75,7,-0.096,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.80,12,-0.0042,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.85,2,-0.4425,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.90,4,0.0756,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#5min,0.95,4,0.0215,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.05,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.45,3,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.50,7,0.0479,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.55,10,0.0017,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.60,8,-0.2116,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.65,7,0.2501,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.70,6,0.3739,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.75,2,0.2939,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.80,3,-0.1831,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.85,1,0.1641,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.90,4,-0.1921,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#BNB#15min,0.95,5,-0.1828,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.00,5,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.05,1,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.10,3,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.15,2,1.4824,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.25,2,2.3342,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.30,1,2.17,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.35,5,0.0076,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.40,4,0.1556,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.45,13,0.2358,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.50,83,0.0949,0.757,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.55,45,0.137,0.865,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.60,28,0.2429,0.411,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.65,24,0.2123,0.559,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.70,13,-0.1577,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.75,10,0.2765,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.80,7,0.2026,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.85,5,-0.3114,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.90,5,0.081,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#SOL#5min,0.95,9,0.0279,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.00,5,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.05,5,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.10,3,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.15,8,-1.0,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.20,6,1.2526,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.25,2,0.895,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.30,8,-0.6038,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.35,13,-0.8013,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.40,8,-0.1492,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.45,8,-0.2367,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.50,21,0.0611,0.256,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.55,22,0.0859,0.192,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.60,35,-0.02,0.297,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.65,10,-0.2726,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.70,10,-0.3188,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.75,9,0.1397,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.80,6,0.0152,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.85,5,0.1418,,sin_concluir
2026-08-26,CANDIDATA9_BOT_CONSENSO#DOGE#5min,0.95,1,0.0388,,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.00,20,0.166,0.482,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.05,15,1.4251,0.006,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.10,21,-0.2744,0.255,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.15,20,0.5894,0.036,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.20,36,-0.0584,0.777,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.25,62,0.0799,0.563,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.30,59,0.2088,0.171,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.35,57,-0.2783,0.088,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.40,84,-0.3466,0.016,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.45,129,-0.3334,0.004,malo_confirmado
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.50,191,-0.0438,0.666,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.55,102,0.1028,0.349,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.60,123,0.088,0.379,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.65,106,0.0509,0.595,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.70,95,0.082,0.459,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.75,59,0.0203,0.862,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.80,44,-0.0409,0.845,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.85,54,0.0574,0.687,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.90,33,0.0769,0.658,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#15min,0.95,84,0.0291,0.771,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.00,84,-1.0,0.0,malo_confirmado
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.05,57,-0.1728,0.298,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.10,60,0.0461,0.536,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.15,63,-0.5386,0.0,malo_confirmado
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.20,72,0.1953,0.061,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.25,104,-0.0543,0.827,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.30,113,-0.0624,0.779,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.35,139,0.0226,0.51,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.40,154,0.0497,0.302,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.45,265,-0.1028,0.274,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.50,429,0.0362,0.157,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.55,304,-0.0273,0.91,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.60,229,-0.0177,0.797,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.65,181,0.0073,0.601,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.70,157,0.0799,0.163,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.75,166,0.0326,0.437,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.80,125,-0.005,0.741,sin_concluir
2026-08-26,CANDIDATA10_CROSSACTIVO#BTC#5min,0.85,106,0.0542,0.403,sin_concluir
