fuente,ts_utc,activo,marco,slug,market_id,ini,fin,resto_s,p_justo,p_justo_prev,direccion,ref_twap,spot,edad_tick_s,ask,profundidad_eur,ratio_vs_stake,vwap_fill,fill_completo,lat_libro_ms,error
polybolt,2026-09-24T15:48:12.271+00:00,ETH,5m,eth-updown-5m-1790264700,4882923,1790264700,1790265000,107.7,0.2899,0.2064,Up,2680.3611552048333,2679.54878378,0.11,0.37,102.44,97.6,0.37,True,57,
polybolt,2026-09-24T15:48:16.356+00:00,SOL,5m,sol-updown-5m-1790264700,4882932,1790264700,1790265000,103.6,0.3351,0.1477,Up,116.11645023633334,116.08251308,0.19,0.41,8.76,8.3,0.41,True,59,
polybolt,2026-09-24T15:48:16.356+00:00,BNB,5m,bnb-updown-5m-1790264700,4882925,1790264700,1790265000,103.6,0.2823,0.1408,Up,780.7694233451667,780.57788202,0.19,0.41,4.92,4.7,0.41,True,64,
polybolt,2026-09-24T15:48:16.356+00:00,BTC,5m,btc-updown-5m-1790264700,4882926,1790264700,1790265000,103.6,0.594,0.3598,Up,84355.92260124916,84363.777,0.19,0.65,323.52,308.1,0.65,True,73,
polybolt,2026-09-24T15:48:17.300+00:00,ETH,15m,eth-updown-15m-1790264700,4882922,1790264700,1790265600,702.7,0.5246,0.4393,Up,2680.3611552048333,2680.64429403,0.11,0.52,276.46,263.3,0.52,True,139,
polybolt,2026-09-24T15:48:17.299+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,702.7,0.5399,0.4564,Up,84355.92260124916,84366.60900359,0.11,0.53,730.82,696.0,0.53,True,136,
polybolt,2026-09-24T15:48:32.466+00:00,ETH,5m,eth-updown-5m-1790264700,4882923,1790264700,1790265000,87.5,0.4744,0.6623,Down,2680.3611552048333,2680.28215408,0.25,0.64,114.02,108.6,0.64,True,64,
polybolt,2026-09-24T15:48:36.415+00:00,BTC,5m,btc-updown-5m-1790264700,4882926,1790264700,1790265000,83.6,0.3193,0.431,Down,84355.92260124916,84343.08272074,0.21,0.61,1166.43,1110.9,0.61,True,55,
polybolt,2026-09-24T15:48:41.222+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,678.8,0.3624,0.452,Down,84355.92260124916,84319.08578509,0.07,0.61,1060.17,1009.7,0.61,True,59,
polybolt,2026-09-24T15:49:37.389+00:00,SOL,15m,sol-updown-15m-1790264700,4882935,1790264700,1790265600,622.6,0.3217,0.2366,Up,116.11645023633334,116.005915,0.22,0.41,294.52,280.5,0.41,True,52,
polybolt,2026-09-24T15:49:37.389+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,622.6,0.3352,0.2482,Up,84355.92260124916,84312.9025487,0.22,0.38,201.33,191.7,0.38,True,61,
polybolt,2026-09-24T15:49:42.258+00:00,XRP,15m,xrp-updown-15m-1790264700,4882924,1790264700,1790265600,617.7,0.3751,0.2321,Up,1.514259736,1.51302391,0.1,0.43,46.89,44.7,0.43,True,56,
polybolt,2026-09-24T15:49:48.570+00:00,DOGE,15m,doge-updown-15m-1790264700,4882933,1790264700,1790265600,611.4,0.3148,0.2272,Up,0.09566010716666667,0.09554041,0.41,0.39,14.34,13.7,0.39,True,67,
polybolt,2026-09-24T15:50:06.833+00:00,DOGE,5m,doge-updown-5m-1790265000,4882944,1790265000,1790265300,293.2,0.8662,0.6726,Up,0.0954175465,0.09560045,0.67,0.79,96.19,91.6,0.79,True,69,
polybolt,2026-09-24T15:50:24.257+00:00,BTC,5m,btc-updown-5m-1790265000,4882940,1790265000,1790265300,275.7,0.7394,0.6549,Up,84294.56612392033,84333.95555704,0.1,0.68,3098.47,2950.9,0.68,True,67,
polybolt,2026-09-24T15:50:40.377+00:00,BNB,5m,bnb-updown-5m-1790265000,4882942,1790265000,1790265300,259.6,0.6878,0.5489,Up,779.9656911881667,780.25642774,0.22,0.6,10.32,9.8,0.6,True,46,
polybolt,2026-09-24T15:50:45.386+00:00,BTC,5m,btc-updown-5m-1790265000,4882940,1790265000,1790265300,254.6,0.7375,0.8261,Down,84294.56612392033,84331.79740307,0.23,0.37,344.74,328.3,0.37,True,59,
polybolt,2026-09-24T15:50:45.758+00:00,SOL,5m,sol-updown-5m-1790265000,4882941,1790265000,1790265300,254.2,0.7357,0.8165,Down,115.967722599,116.05312674,0.6,0.34,0.9,0.9,0.342702,True,50,
polybolt,2026-09-24T15:50:46.240+00:00,SOL,15m,sol-updown-15m-1790264700,4882935,1790264700,1790265600,553.8,0.3452,0.4513,Down,116.11645023633334,116.03277574,0.06,0.65,20.15,19.2,0.65,True,168,
polybolt,2026-09-24T15:50:46.239+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,553.8,0.3681,0.4718,Down,84355.92260124916,84325.37805422,0.07,0.64,1072.94,1021.8,0.64,True,168,
polybolt,2026-09-24T15:50:46.239+00:00,ETH,15m,eth-updown-15m-1790264700,4882922,1790264700,1790265600,553.8,0.415,0.5273,Down,2680.3611552048333,2679.54,0.06,0.59,81.35,77.5,0.59,True,172,
polybolt,2026-09-24T15:50:46.239+00:00,ETH,5m,eth-updown-5m-1790265000,4882943,1790265000,1790265300,253.8,0.6904,0.8242,Down,2678.3138719195,2679.54,0.06,0.39,35.76,34.1,0.39,True,171,
polybolt,2026-09-24T15:50:46.240+00:00,DOGE,5m,doge-updown-5m-1790265000,4882944,1790265000,1790265300,253.8,0.7755,0.8944,Down,0.0954175465,0.09555165,0.06,0.32,8.0,7.6,0.32,True,50,
polybolt,2026-09-24T15:50:46.240+00:00,XRP,5m,xrp-updown-5m-1790265000,4882946,1790265000,1790265300,253.8,0.7229,0.8227,Down,1.510926291,1.51251661,0.06,0.36,20.28,19.3,0.36,True,55,
polybolt,2026-09-24T15:50:46.240+00:00,XRP,15m,xrp-updown-15m-1790264700,4882924,1790264700,1790265600,553.8,0.3381,0.4212,Down,1.514259736,1.51251661,0.06,0.66,152.31,145.1,0.66,True,53,
polybolt,2026-09-24T15:50:46.240+00:00,DOGE,15m,doge-updown-15m-1790264700,4882933,1790264700,1790265600,553.8,0.3466,0.4713,Down,0.09566010716666667,0.09555165,0.06,0.64,49.44,47.1,0.64,True,58,
polybolt,2026-09-24T15:50:46.240+00:00,BNB,15m,bnb-updown-15m-1790264700,4882931,1790264700,1790265600,553.8,0.2003,0.2905,Down,780.7694233451667,780.00594,0.07,0.81,171.61,163.4,0.81,True,72,
polybolt,2026-09-24T15:51:06.924+00:00,XRP,5m,xrp-updown-5m-1790265000,4882946,1790265000,1790265300,233.1,0.6345,0.5248,Up,1.510926291,1.51180464,0.76,0.6,84.04,80.0,0.6,True,60,
polybolt,2026-09-24T15:51:10.417+00:00,ETH,5m,eth-updown-5m-1790265000,4882943,1790265000,1790265300,229.6,0.475,0.6001,Down,2678.3138719195,2678.16713886,0.25,0.5,295.43,281.4,0.5,True,46,
polybolt,2026-09-24T15:51:10.417+00:00,SOL,5m,sol-updown-5m-1790265000,4882941,1790265000,1790265300,229.6,0.3974,0.5155,Down,115.967722599,115.9351316,0.25,0.55,17.56,16.7,0.55,True,57,
polybolt,2026-09-24T15:51:10.417+00:00,BNB,5m,bnb-updown-5m-1790265000,4882942,1790265000,1790265300,229.6,0.3087,0.4075,Down,779.9656911881667,779.68906667,0.25,0.71,22.92,21.8,0.71,True,115,
polybolt,2026-09-24T15:51:10.416+00:00,BTC,5m,btc-updown-5m-1790265000,4882940,1790265000,1790265300,229.6,0.5166,0.6372,Down,84294.56612392033,84296.85783138,0.26,0.51,1347.39,1283.2,0.51,True,178,
polybolt,2026-09-24T15:51:10.417+00:00,DOGE,5m,doge-updown-5m-1790265000,4882944,1790265000,1790265300,229.6,0.6128,0.6954,Down,0.0954175465,0.09546811,0.25,0.38,1.9,1.8,0.38,True,204,
polybolt,2026-09-24T15:51:29.241+00:00,XRP,5m,xrp-updown-5m-1790265000,4882946,1790265000,1790265300,210.8,0.7043,0.62,Up,1.510926291,1.51225594,0.08,0.66,48.41,46.1,0.66,True,56,
polybolt,2026-09-24T15:51:30.639+00:00,SOL,5m,sol-updown-5m-1790265000,4882941,1790265000,1790265300,209.4,0.4185,0.5116,Down,115.967722599,115.94336226,0.48,0.59,67.72,64.5,0.59,True,53,
polybolt,2026-09-24T15:51:30.640+00:00,BNB,5m,bnb-updown-5m-1790265000,4882942,1790265000,1790265300,209.4,0.3539,0.4538,Down,779.9656911881667,779.76959724,0.48,0.69,50.28,47.9,0.69,True,51,
polybolt,2026-09-24T15:51:31.404+00:00,ETH,5m,eth-updown-5m-1790265000,4882943,1790265000,1790265300,208.6,0.5716,0.6681,Down,2678.3138719195,2678.71184338,0.24,0.44,118.02,112.4,0.44,True,76,
polybolt,2026-09-24T15:51:31.403+00:00,BTC,5m,btc-updown-5m-1790265000,4882940,1790265000,1790265300,208.6,0.5174,0.6259,Down,84294.56612392033,84296.82723848,0.24,0.48,1306.38,1244.2,0.48,True,79,
polybolt,2026-09-24T15:51:33.503+00:00,DOGE,5m,doge-updown-5m-1790265000,4882944,1790265000,1790265300,206.5,0.8024,0.7081,Up,0.0954175465,0.09555819,0.35,0.77,66.49,63.3,0.77,True,202,
polybolt,2026-09-24T15:51:52.284+00:00,BTC,5m,btc-updown-5m-1790265000,4882940,1790265000,1790265300,187.7,0.7056,0.6039,Up,84294.56612392033,84320.79748497,0.13,0.66,1307.0,1244.8,0.66,True,58,
polybolt,2026-09-24T15:51:52.285+00:00,ETH,5m,eth-updown-5m-1790265000,4882943,1790265000,1790265300,187.7,0.7113,0.6306,Up,2678.3138719195,2679.4637279,0.13,0.68,85.25,81.2,0.68,True,59,
polybolt,2026-09-24T15:52:02.785+00:00,BNB,5m,bnb-updown-5m-1790265000,4882942,1790265000,1790265300,177.2,0.5217,0.4215,Up,779.9656911881667,779.99135659,0.62,0.55,35.92,34.2,0.55,True,48,
polybolt,2026-09-24T15:52:04.677+00:00,SOL,5m,sol-updown-5m-1790265000,4882941,1790265000,1790265300,175.3,0.764,0.5991,Up,115.967722599,116.04385602,0.52,0.76,35.2,33.5,0.76,True,48,
polybolt,2026-09-24T15:52:04.677+00:00,SOL,15m,sol-updown-15m-1790264700,4882935,1790264700,1790265600,475.3,0.3512,0.261,Up,116.11645023633334,116.04385602,0.52,0.46,20.62,19.6,0.46,True,51,
polybolt,2026-09-24T15:52:04.677+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,475.3,0.4512,0.3313,Up,84355.92260124916,84345.71,0.52,0.49,56.9,54.2,0.49,True,59,
polybolt,2026-09-24T15:52:04.677+00:00,ETH,15m,eth-updown-15m-1790264700,4882922,1790264700,1790265600,475.3,0.5231,0.386,Up,2680.3611552048333,2680.5662411,0.52,0.55,82.4,78.5,0.55,True,62,
polybolt,2026-09-24T15:52:04.677+00:00,DOGE,15m,doge-updown-15m-1790264700,4882933,1790264700,1790265600,475.3,0.5034,0.4012,Up,0.09566010716666667,0.09566237,0.52,0.54,63.8,60.8,0.54,True,48,
polybolt,2026-09-24T15:52:04.678+00:00,BNB,15m,bnb-updown-15m-1790264700,4882931,1790264700,1790265600,475.3,0.2579,0.1407,Up,780.7694233451667,780.22370244,0.52,0.38,16.21,15.4,0.38,True,50,
polybolt,2026-09-24T15:52:36.183+00:00,ETH,15m,eth-updown-15m-1790264700,4882922,1790264700,1790265600,443.8,0.4857,0.648,Down,2680.3611552048333,2680.23069443,0.03,0.54,129.98,123.8,0.54,True,127,
polybolt,2026-09-24T15:52:36.183+00:00,ETH,5m,eth-updown-5m-1790265000,4882943,1790265000,1790265300,143.8,0.8511,0.9673,Down,2678.3138719195,2680.23069443,0.03,0.21,17.57,16.7,0.21,True,132,
polybolt,2026-09-24T15:52:36.183+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,443.8,0.4423,0.5598,Down,84355.92260124916,84343.45885305,0.03,0.59,722.36,688.0,0.59,True,118,
polybolt,2026-09-24T15:52:36.183+00:00,BTC,5m,btc-updown-5m-1790265000,4882940,1790265000,1790265300,143.8,0.8693,0.9543,Down,84294.56612392033,84343.45885305,0.03,0.24,4.62,4.4,0.24,True,132,
polybolt,2026-09-24T15:52:36.184+00:00,BNB,5m,bnb-updown-5m-1790265000,4882942,1790265000,1790265300,143.8,0.6628,0.8134,Down,779.9656911881667,780.15250187,0.03,0.53,2.7,2.6,0.53,True,135,
polybolt,2026-09-24T15:52:36.183+00:00,SOL,5m,sol-updown-5m-1790265000,4882941,1790265000,1790265300,143.8,0.7591,0.8972,Down,115.967722599,116.03512921,0.03,0.36,3.65,3.5,0.36,True,142,
polybolt,2026-09-24T15:52:36.183+00:00,SOL,15m,sol-updown-15m-1790264700,4882935,1790264700,1790265600,443.8,0.3336,0.4455,Down,116.11645023633334,116.03512921,0.03,0.66,81.7,77.8,0.66,True,166,
polybolt,2026-09-24T15:52:36.184+00:00,BNB,15m,bnb-updown-15m-1790264700,4882931,1790264700,1790265600,443.8,0.241,0.3235,Down,780.7694233451667,780.15250187,0.03,0.79,17.45,16.6,0.79,True,73,
polybolt,2026-09-24T15:52:36.184+00:00,DOGE,15m,doge-updown-15m-1790264700,4882933,1790264700,1790265600,443.8,0.4865,0.5822,Down,0.09566010716666667,0.09565103,0.03,0.55,39.1,37.2,0.55,True,412,
polybolt,2026-09-24T15:52:37.583+00:00,XRP,15m,xrp-updown-15m-1790264700,4882924,1790264700,1790265600,442.4,0.4001,0.5326,Down,1.514259736,1.51325002,0.39,0.65,101.33,96.5,0.65,True,74,
polybolt,2026-09-24T15:52:37.583+00:00,DOGE,5m,doge-updown-5m-1790265000,4882944,1790265000,1790265300,142.4,0.8859,0.9777,Down,0.0954175465,0.09558003,0.39,0.25,15.22,14.5,0.25,True,73,
polybolt,2026-09-24T15:52:37.583+00:00,XRP,5m,xrp-updown-5m-1790265000,4882946,1790265000,1790265300,142.4,0.876,0.9641,Down,1.510926291,1.51325002,0.39,0.22,2.25,2.1,0.22,True,107,
polybolt,2026-09-24T15:52:57.600+00:00,BNB,5m,bnb-updown-5m-1790265000,4882942,1790265000,1790265300,122.4,0.341,0.4392,Down,779.9656911881667,779.80343565,0.16,0.76,42.06,40.1,0.76,True,87,
polybolt,2026-09-24T15:53:06.220+00:00,SOL,5m,sol-updown-5m-1790265000,4882941,1790265000,1790265300,113.8,0.8855,0.7877,Up,115.967722599,116.06494627,0.06,0.86,109.25,104.0,0.86,True,56,
polybolt,2026-09-24T15:53:07.277+00:00,BTC,5m,btc-updown-5m-1790265000,4882940,1790265000,1790265300,112.7,0.9019,0.7561,Up,84294.56612392033,84341.66011462,0.12,0.83,3527.73,3359.7,0.83,True,48,
polybolt,2026-09-24T15:53:07.277+00:00,ETH,5m,eth-updown-5m-1790265000,4882943,1790265000,1790265300,112.7,0.955,0.8645,Up,2678.3138719195,2680.927,0.12,0.92,1218.6,1160.6,0.92,True,53,
polybolt,2026-09-24T15:53:07.278+00:00,ETH,15m,eth-updown-15m-1790264700,4882922,1790264700,1790265600,412.7,0.5644,0.4629,Up,2680.3611552048333,2680.927,0.12,0.58,177.58,169.1,0.58,True,71,
polybolt,2026-09-24T15:53:07.277+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,412.7,0.4314,0.3331,Up,84355.92260124916,84341.66011462,0.12,0.46,438.11,417.2,0.46,True,90,
polybolt,2026-09-24T15:53:07.278+00:00,SOL,15m,sol-updown-15m-1790264700,4882935,1790264700,1790265600,412.7,0.4529,0.3248,Up,116.11645023633334,116.09493574,0.12,0.48,159.4,151.8,0.48,True,50,
polybolt,2026-09-24T15:53:07.278+00:00,XRP,15m,xrp-updown-15m-1790264700,4882924,1790264700,1790265600,412.7,0.4975,0.3996,Up,1.514259736,1.5142359,0.12,0.52,48.06,45.8,0.52,True,59,
polybolt,2026-09-24T15:53:07.278+00:00,DOGE,15m,doge-updown-15m-1790264700,4882933,1790264700,1790265600,412.7,0.5339,0.452,Up,0.09566010716666667,0.09568206,0.12,0.54,198.43,189.0,0.54,True,80,
polybolt,2026-09-24T15:53:33.932+00:00,BNB,5m,bnb-updown-5m-1790265000,4882942,1790265000,1790265300,86.1,0.7371,0.6556,Up,779.9656911881667,780.16344631,0.78,0.76,54.67,52.1,0.76,True,84,
polybolt,2026-09-24T15:53:43.278+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,376.7,0.5896,0.4656,Up,84355.92260124916,84374.8856233,0.12,0.63,5044.79,4804.6,0.63,True,73,
polybolt,2026-09-24T15:53:43.279+00:00,DOGE,15m,doge-updown-15m-1790264700,4882933,1790264700,1790265600,376.7,0.5923,0.5095,Up,0.09566010716666667,0.09572197,0.12,0.61,58.2,55.4,0.61,True,76,
polybolt,2026-09-24T15:53:43.279+00:00,SOL,15m,sol-updown-15m-1790264700,4882935,1790264700,1790265600,376.7,0.6019,0.4801,Up,116.11645023633334,116.16584934,0.12,0.7,52.02,49.5,0.7,True,173,
polybolt,2026-09-24T15:53:43.279+00:00,ETH,15m,eth-updown-15m-1790264700,4882922,1790264700,1790265600,376.7,0.7928,0.6754,Up,2680.3611552048333,2683.27305479,0.12,0.8,1583.69,1508.3,0.8,True,207,
polybolt,2026-09-24T15:53:43.280+00:00,BNB,15m,bnb-updown-15m-1790264700,4882931,1790264700,1790265600,376.7,0.3243,0.2268,Up,780.7694233451667,780.38505365,0.12,0.39,6.63,6.3,0.39,True,265,
polybolt,2026-09-24T15:53:58.394+00:00,BNB,5m,bnb-updown-5m-1790265000,4882942,1790265000,1790265300,61.6,0.7942,0.9133,Down,779.9656911881667,780.14100608,0.23,0.27,4.98,4.7,0.27,True,184,
polybolt,2026-09-24T15:54:17.382+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,342.6,0.5394,0.4532,Up,84355.92260124916,84363.73368338,0.22,0.56,342.33,326.0,0.56,True,76,
polybolt,2026-09-24T15:54:18.404+00:00,BNB,5m,bnb-updown-5m-1790265000,4882942,1790265000,1790265300,41.6,0.854,0.6288,Up,779.9656911881667,780.1922383,0.25,0.89,32.4,30.9,0.89,True,57,
polybolt,2026-09-24T15:54:25.503+00:00,BNB,15m,bnb-updown-15m-1790264700,4882931,1790264700,1790265600,334.5,0.3072,0.2217,Up,780.7694233451667,780.36492684,0.35,0.35,3.55,3.4,0.35,True,77,
polybolt,2026-09-24T15:54:25.502+00:00,SOL,15m,sol-updown-15m-1790264700,4882935,1790264700,1790265600,334.5,0.6116,0.519,Up,116.11645023633334,116.16767215,0.34,0.63,62.51,59.5,0.63,True,54,
polybolt,2026-09-24T15:54:53.232+00:00,SOL,15m,sol-updown-15m-1790264700,4882935,1790264700,1790265600,306.8,0.6986,0.6129,Up,116.11645023633334,116.2059401,0.08,0.7,80.4,76.6,0.7,True,59,
polybolt,2026-09-24T15:55:28.382+00:00,BNB,5m,bnb-updown-5m-1790265300,4883048,1790265300,1790265600,271.6,0.5283,0.6224,Down,780.213662116,780.26295678,0.22,0.5,6.0,5.7,0.5,True,128,
polybolt,2026-09-24T15:55:28.381+00:00,BTC,5m,btc-updown-5m-1790265300,4883046,1790265300,1790265600,271.6,0.5693,0.6829,Down,84371.95000429917,84383.62744149,0.22,0.53,826.8,787.4,0.53,True,120,
polybolt,2026-09-24T15:55:28.381+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,271.6,0.6607,0.7625,Down,84355.92260124916,84383.62744149,0.22,0.42,255.56,243.4,0.42,True,128,
polybolt,2026-09-24T15:55:28.381+00:00,ETH,5m,eth-updown-5m-1790265300,4883049,1790265300,1790265600,271.6,0.572,0.6535,Down,2681.921375019,2682.42608767,0.22,0.49,87.83,83.6,0.49,True,128,
polybolt,2026-09-24T15:55:28.382+00:00,BNB,15m,bnb-updown-15m-1790264700,4882931,1790264700,1790265600,271.6,0.233,0.3142,Down,780.7694233451667,780.26295678,0.22,0.78,18.61,17.7,0.78,True,137,
polybolt,2026-09-24T15:55:59.267+00:00,BTC,5m,btc-updown-5m-1790265300,4883046,1790265300,1790265600,240.7,0.6221,0.7093,Down,84371.95000429917,84391.31782786,0.11,0.44,1311.03,1248.6,0.44,True,61,
polybolt,2026-09-24T15:56:04.185+00:00,BTC,15m,btc-updown-15m-1790264700,4882934,1790264700,1790265600,235.8,0.7876,0.6923,Up,84355.92260124916,84404.99186789,0.02,0.76,6905.99,6577.1,0.76,True,296,
polybolt,2026-09-24T15:56:09.856+00:00,ETH,15m,eth-updown-15m-1790264700,4882922,1790264700,1790265600,230.1,0.6939,0.7826,Down,2680.3611552048333,2681.63897432,0.7,0.32,37.05,35.3,0.32,True,68,
polybolt,2026-09-24T15:56:09.857+00:00,BNB,5m,bnb-updown-5m-1790265300,4883048,1790265300,1790265600,230.1,0.4473,0.5387,Down,780.213662116,780.13022002,0.7,0.56,11.2,10.7,0.56,True,88,
polybolt,2026-09-24T15:56:09.856+00:00,ETH,5m,eth-updown-5m-1790265300,4883049,1790265300,1790265600,230.1,0.4554,0.5659,Down,2681.921375019,2681.63897432,0.7,0.57,369.04,351.5,0.57,True,118,
polybolt,2026-09-24T15:56:21.867+00:00,XRP,5m,xrp-updown-5m-1790265300,4883045,1790265300,1790265600,218.1,0.7231,0.5948,Up,1.5144382521666666,1.51575424,0.65,0.71,138.26,131.7,0.71,True,127,
polybolt,2026-09-24T15:56:21.867+00:00,DOGE,5m,doge-updown-5m-1790265300,4883047,1790265300,1790265600,218.1,0.7396,0.6139,Up,0.09561984716666667,0.09571816,0.65,0.76,248.78,236.9,0.76,True,149,
