timestamp_utc,rank_combined,address,username,pnl,vol,rank_pnl,rank_vol,score,verified_badge,x_username,timeframe,num_trades,wallet_type
2026-06-24T07:42:35+00:00,49,0xaff3c20f506dba7a0be47f31f6767716f195c3b2,MillionDollarRhino,7703.349595286993,212197.780769,24,,0.312,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,50,0x32e4abe3e97aaf3c95c315ba3ffbe7b2a313beed,Budbd,6093.487052799974,830179.5099999999,37,31,0.308,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,51,0xfea31bc088000ff909be1dfd8d0e3f2c7ef2d227,ndb1,52049.29634589437,8849341.657066,41,26,0.3,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,52,0xde7be6d489bce070a959e0cb813128ae659b5f4b,wan123,72297.58119841,643983.673318,25,,0.3,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,53,0xf3ce251f9c4ae0f3940a9f32de5dd1a1d05b8bc6,0xF3Ce251F9c4ae0f3940A9f32dE5Dd1A1d05B8Bc6-1778725794122,48077.90224927994,10973017.088,45,20,0.3,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,54,0x32ed2e546b187ca15e2841edc82b22c713cf8ec3,mo-money,7665.041450233544,473536.332952,25,,0.3,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,55,0x76d4d4703add6e94cfdb1107f3d991d85ff2c512,,-29926.393121089757,14563918.145507004,,13,0.296,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,56,0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,ArmageddonRewardsBilly,72086.86816255255,1220787.45155,26,,0.288,False,Eltonma,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,57,0xb10047d6a254b2ebb306d7a7d13bf59171ab6461,Parz1vaI,68015.71151885412,1640306.1391290003,27,,0.276,False,Parz1valPM,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,58,0x4099db7f2d394449ccf89c8d42260ecaf1d79fb8,PowellTheKing,44756.377738,12582679.549623,,16,0.272,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,59,0x1521b47bf0c41f6b7fd3ad41cdec566812c8f23e,alliswell,4680.923807999999,12580175.942299,,17,0.264,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,60,0x31be9c3d79352e8ce656f8a8b0e3a84e0c137397,AnonLegion,7167.056187663635,228623.96983500003,28,,0.264,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,61,0x9097b9fd27dd69aa8170e1b16f1b8b839ad70ef0,kahanetzadak,-21984.653357296826,12010828.932663996,,18,0.256,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,62,0x744c072005bde6ddab8764a7477f61d3d22ae37f,Egozic86,7099.62776838959,22821.259528,29,,0.252,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,63,0x997cda7b31612e3c394bfb55440619f3f689251e,coinfilippe,3741.4694739335973,10979307.915497001,,19,0.248,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,64,0x44ab68a9e1272216005366a9a955e5320d28bef3,jaicobioas,1871.482070287233,1139772.6417120001,,19,0.248,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,65,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,,62211.878445440205,4703023.526454001,30,,0.24,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,66,0x21e6459f2194dce197514ca6df760781904902f8,Blooner991,-16372.886766793883,1026746.317689,,21,0.232,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,67,0x7e5d2991c2647de2348287e2f499329fc6a6c4c3,aswfadq1555,60234.465752821576,6773402.026078,35,44,0.228,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,68,0xf0d5eb1cbe7350f1f896ade6c172e6700414c665,yen4u,61777.664759341635,326494.37346399995,31,,0.228,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,69,0x21d0a97aac03917e752857a551bbe5103a00e8d7,PBot-6,6800.002252398495,247034.78919000004,31,,0.228,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,70,0xb0f7ab1a8d9f10f24bc797fba6a380273f5251c6,SeptimusWarrenSmith,4859.620882708609,9443966.501600998,,22,0.224,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,71,0x45bc74efa620b45c02308acaecdff1f7c06f978b,poorersob,2124.8845871548983,9334636.63792,,23,0.216,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,72,0x10dd34c32ddbeff39219a509cb9a617d5afee5fc,0x10dd34C32DDBeff39219a509cB9a617D5AfeE5fc-1781142990471,61706.720578557586,264425.9195,32,,0.216,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,73,0xfa8fc6a3e706bc4aa7556d060564c154322ad61b,singaporesling,6473.230598677648,13684.86,32,,0.216,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,74,0x48ea6b561bdef5c384f83b1e05fde6b7af973e30,plytrader4life,26923.15058425781,9236139.488865003,,24,0.208,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:42:35+00:00,75,0xa6d9b55a6a3a54a9d50ca94c64f00af69c50fd2f,kinderSman,61242.99076810286,538443.4833879999,33,,0.204,False,kinderSman,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,1,0x06dc51826bc524d9a83770e7de9dd7e005b04524,0x06dc51826bc524d9a83770e7de9dd7e005b0452,277027.12735035544,29600598.632532995,1,3,0.964,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,2,0xeebde7a0e019a63e6b476eb425505b7b3e6eba30,Bonereaper,175992.36819219834,46997962.543634996,5,0,0.94,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,3,0x6637265212d90d1f0f546e68f4ae40220654f84c,williamlongtree,18286.651218085146,2031541.553561,5,6,0.892,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,4,0xee65685de42f8de9a03b4c53ee77d56a20d2cfc9,0x50f7,159047.21422463632,21552226.862144005,7,6,0.868,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,5,0xb55fa1296e6ec55d0ce53d93b9237389f11764d4,0xb55fa1296E6ec55D0cE53d93B9237389f11764d4-1777575277609,174615.24723488855,18745508.261166003,6,8,0.864,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,6,0xd02b6d910a38479c3125308fc4737a46509cd6df,wowitsamazing,21588.082642136036,1429856.9131330003,4,12,0.856,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,7,0xdf17f4a8dd01a4cfa6fc3da323a2baee5f8697d1,ocean322,125623.88474806845,31850759.941700004,12,2,0.84,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,8,0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,,113987.5937118025,33891846.328623,14,1,0.824,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,9,0xf3531b23b504cf0aed4ff21325232b2a2d496685,powerwinner,12714.942320255388,1437320.353332,11,11,0.78,False,xrang2731,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,10,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,0xcE25E214D5cfE4f459cf67F08DF581885AAE7Fdc-1777575398144,134089.5071334772,10593635.509856997,9,21,0.724,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,11,0xdf0d2ccfe3d7c2ef120395534e43afe283509f79,0xdf0D2CcfE3d7C2EF120395534e43Afe283509F79-1774320078733,11577.927071040132,1158983.0159999998,12,18,0.712,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,12,0x9501ec3b8b3e330ae593ebe5b071c3d11b648223,horizon.,85410.663304,14725976.431862,19,12,0.676,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,13,0x5bb0de4e97698184ead80c80cb17a26cd6f6814b,bobe2.1,74019.459258,18640405.627466,24,9,0.64,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,14,0xf284ad6d607f777f34bc643cea587c33a886b9f9,strike123,467253.7928659568,3746218.9669149998,0,,0.6,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,15,0xe3eeb127d5763a6e4ad597f773f9d259c94d5176,0xe3EeB127d5763a6E4aD597f773F9d259C94d5176-1780742904507,6825.738150452908,1883243.1369750004,30,8,0.576,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,16,0x0f0edbb5fca07a7efffe283624f085a7b2e2a019,prayingnotbroke,225020.685792,622024.5894010001,2,,0.576,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,17,0xf56f0fac9bdad1cfe4212cda2947343408256c44,0xf56f0FAC9bdad1cFE4212CDA2947343408256C44-1780242055301,7272.336479137908,1307486.1796940002,26,14,0.576,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,18,0x44c1dfe43260c94ed4f1d00de2e1f80fb113ebc1,aenews2,204973.8981302501,2377442.839706,3,,0.564,False,aenews,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,19,0x55be7aa03ecfbe37aa5460db791205f7ac9ddca3,coinman2,182739.85397875053,2132017.549303,4,,0.552,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,20,0x02e7f29f3e612a95a9ccca7131ce7dd5d56b59e5,CAR-GangVersion,66172.659345228,14157607.841587,28,14,0.552,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,21,0x9f5ffe76a818dce37c70f947998b52b70671a008,0x9F5fFE76a818DCE37c70F947998b52b70671A008-1772728605528,95426.40778449373,8092143.692987999,16,33,0.544,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,22,0xdf7930e89a2c47560165331863c31deca0733dcd,std0,65554.45320937737,13413169.775755998,29,15,0.532,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,23,0x2277c18fb73d4cfbd61384be80ef9339a9496604,EVP-HalfKelly,16151.23134294711,589723.6965089999,6,,0.528,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,24,0x6bab41a0dc40d6dd4c1a915b8c01969479fd1292,Dropper,158542.75400853524,673779.806155,8,,0.504,False,DropperPM,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,25,0x83e3d0550af80ec687c73bcd55594fedf28e5652,Aurora148,12815.905798012562,229839.029847,9,,0.492,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,26,0x565ca59275f81991bd9877d7fa8404c5ecf6519e,bbwlover,128334.3069780276,1883683.8619559996,10,,0.48,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,27,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,justdance,127126.67494134186,4297268.880617,11,,0.468,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,28,0x4834f8ba3454b8c3bae2cac7d235ba1adc0b1bfa,Surpriced-Legacy,121959.61642089539,496196.1417079999,13,,0.444,False,BTCBeliever21,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,29,0x2a9c77ed09d86c2ad2ced0a60c8b5b2a23acc8cf,0x2a9c77ED09d86C2AD2CeD0a60c8b5b2A23ACc8Cf-1774329787224,10350.491708740112,588066.4500000001,13,,0.444,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,30,0x861f4149171db053c73382c40d2c7e5408fd177d,D7422D98eA0d5b6Dd942a8eEd1d2a61945bFd0,9987.278643869628,165.127658,14,,0.432,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,31,0xa2cd4ccda9a1f95949df7a3355c4c2daa0642ba0,0xA2cd4CcdA9A1f95949DF7A3355C4c2DAa0642Ba0-1729178570395,100422.39256200001,6084029.820985001,15,,0.42,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,32,0xb0143b386a9e1e2d8580f6f607cc7bdaa1d3a357,prostoludoman,9239.230166209527,97005.39578,15,,0.42,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,33,0x0d50d8b4407447eadb428fe20e48deaa84d8aec0,0x0D50d8b4407447eAdb428fE20E48dEaa84D8AeC0-1778592192986,8916.269245239993,0,16,,0.408,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,34,0xf705fa045201391d9632b7f3cde06a5e24453ca7,,93673.64559065225,4668665.551863,17,,0.396,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,35,0x72a0d79b4325638bc2bcfc9a2b8a380c2d81c059,,87478.27333112941,2247195.769920001,18,,0.384,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,36,0xd18aa9f4b13ff514f168314ff61e0ca7f9424b74,0x8doqwemc57vtms,8609.01926162182,533249.6215170003,18,,0.384,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,37,0xc2ad03f79ca3f3c17d8c7de2612ce0c89b7d40ed,bosona,8450.05580728154,505890.808712,19,,0.372,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,38,0xe9076a87c5ed90ef16e6fe6529c943baeca0cff6,suntori,-358816.8800591356,27985677.533785004,,4,0.368,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,39,0x6480542954b70a674a74bd1a6015dec362dc8dc5,tripping,122.89271546450072,23096624.543477997,,5,0.36,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,40,0x71a70f24538d885d1b45f9cea158a2cdf2e56fcf,easyclap,80601.97491936875,1336031.3964110003,20,,0.36,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,41,0xce71bed9dd1418abc34d244730879d795e8683bc,tutrucks,77983.7051291471,702747.9736949999,21,,0.348,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,42,0x59aed45d6b8c0a4fc67af69a371007b3cceb22d5,0x59Aed45d6b8C0a4fc67af69A371007B3CceB22d5-1730864521381,-95979.41721176532,20278769.746834002,,7,0.344,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,43,0xed107a85a4585a381e48c7f7ca4144909e7dd2e5,elmcap2,58485.892941790094,8626750.290581,36,28,0.344,False,elm_cap,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,44,0xed2f4c1a5b2ea42eb0fbc9c03adc267a04c39897,0xeD2F4C1a5b2Ea42eb0FbC9c03ADc267a04C39897-1781388683963,77976.08960481777,1726068.082682,22,,0.336,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,45,0xc851cd9bee7d262afd78674f861f9f576a12cd2a,betwick,77190.55911999999,613548.846253,23,,0.324,False,Betwick1,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,46,0x68f6c51dbb0ecb12ee66a937434e6190c9f19533,btc5mScour,8046.308453888851,283248.903684,23,,0.324,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,47,0x04b6d7e930cf9e493c5e6ef24b496294f95594c8,0x04b6D7E930cf9e493c5E6eF24B496294F95594C8-1774448369789,30503.450604970218,16911693.289261997,,10,0.32,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,48,0x08fff5b9a79576a7c6e18a9d05ece0658a34ba79,krazyagain,27.47272767600039,16464929.029684,,11,0.312,False,overseaswtf,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,49,0xaff3c20f506dba7a0be47f31f6767716f195c3b2,MillionDollarRhino,7703.349595286993,212197.780769,24,,0.312,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,50,0x32e4abe3e97aaf3c95c315ba3ffbe7b2a313beed,Budbd,6093.487052799974,830179.5099999999,37,31,0.308,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,51,0xfea31bc088000ff909be1dfd8d0e3f2c7ef2d227,ndb1,52049.29634589437,8849341.657066,41,26,0.3,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,52,0xde7be6d489bce070a959e0cb813128ae659b5f4b,wan123,72297.58119841,643983.673318,25,,0.3,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,53,0xf3ce251f9c4ae0f3940a9f32de5dd1a1d05b8bc6,0xF3Ce251F9c4ae0f3940A9f32dE5Dd1A1d05B8Bc6-1778725794122,48077.90224927994,10973017.088,45,20,0.3,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,54,0x32ed2e546b187ca15e2841edc82b22c713cf8ec3,mo-money,7665.041450233544,473536.332952,25,,0.3,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,55,0x76d4d4703add6e94cfdb1107f3d991d85ff2c512,,-29926.393121089757,14563918.145507004,,13,0.296,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,56,0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,ArmageddonRewardsBilly,72086.86816255255,1220787.45155,26,,0.288,False,Eltonma,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,57,0xb10047d6a254b2ebb306d7a7d13bf59171ab6461,Parz1vaI,68015.71151885412,1640306.1391290003,27,,0.276,False,Parz1valPM,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,58,0x4099db7f2d394449ccf89c8d42260ecaf1d79fb8,PowellTheKing,44756.377738,12582679.549623,,16,0.272,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,59,0x1521b47bf0c41f6b7fd3ad41cdec566812c8f23e,alliswell,4680.923807999999,12580175.942299,,17,0.264,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,60,0x31be9c3d79352e8ce656f8a8b0e3a84e0c137397,AnonLegion,7167.056187663635,228623.96983500003,28,,0.264,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,61,0x9097b9fd27dd69aa8170e1b16f1b8b839ad70ef0,kahanetzadak,-21984.653357296826,12010828.932663996,,18,0.256,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,62,0x744c072005bde6ddab8764a7477f61d3d22ae37f,Egozic86,7099.62776838959,22821.259528,29,,0.252,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,63,0x997cda7b31612e3c394bfb55440619f3f689251e,coinfilippe,3741.4694739335973,10979307.915497001,,19,0.248,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,64,0x44ab68a9e1272216005366a9a955e5320d28bef3,jaicobioas,1871.482070287233,1139772.6417120001,,19,0.248,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,65,0x20d2309cd92b797ae7ca175ed828ed8a27fbe29d,,62211.878445440205,4703023.526454001,30,,0.24,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,66,0x21e6459f2194dce197514ca6df760781904902f8,Blooner991,-16372.886766793883,1026746.317689,,21,0.232,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,67,0x7e5d2991c2647de2348287e2f499329fc6a6c4c3,aswfadq1555,60234.465752821576,6773402.026078,35,44,0.228,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,68,0xf0d5eb1cbe7350f1f896ade6c172e6700414c665,yen4u,61777.664759341635,326494.37346399995,31,,0.228,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,69,0x21d0a97aac03917e752857a551bbe5103a00e8d7,PBot-6,6800.002252398495,247034.78919000004,31,,0.228,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,70,0xb0f7ab1a8d9f10f24bc797fba6a380273f5251c6,SeptimusWarrenSmith,4859.620882708609,9443966.501600998,,22,0.224,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,71,0x45bc74efa620b45c02308acaecdff1f7c06f978b,poorersob,2124.8845871548983,9334636.63792,,23,0.216,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,72,0x10dd34c32ddbeff39219a509cb9a617d5afee5fc,0x10dd34C32DDBeff39219a509cB9a617D5AfeE5fc-1781142990471,61706.720578557586,264425.9195,32,,0.216,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,73,0xfa8fc6a3e706bc4aa7556d060564c154322ad61b,singaporesling,6473.230598677648,13684.86,32,,0.216,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,74,0x48ea6b561bdef5c384f83b1e05fde6b7af973e30,plytrader4life,26923.15058425781,9236139.488865003,,24,0.208,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T07:53:27+00:00,75,0xa6d9b55a6a3a54a9d50ca94c64f00af69c50fd2f,kinderSman,61242.99076810286,538443.4833879999,33,,0.204,False,kinderSman,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,1,0x06dc51826bc524d9a83770e7de9dd7e005b04524,0x06dc51826bc524d9a83770e7de9dd7e005b0452,277027.12735035544,29600598.632532995,1,3,0.964,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,2,0xeebde7a0e019a63e6b476eb425505b7b3e6eba30,Bonereaper,175992.36819219834,46997962.543634996,5,0,0.94,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,3,0x6637265212d90d1f0f546e68f4ae40220654f84c,williamlongtree,18286.651218085146,2031541.553561,5,6,0.892,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,4,0xee65685de42f8de9a03b4c53ee77d56a20d2cfc9,0x50f7,159047.21422463632,21552226.862144005,7,6,0.868,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,5,0xb55fa1296e6ec55d0ce53d93b9237389f11764d4,0xb55fa1296E6ec55D0cE53d93B9237389f11764d4-1777575277609,174615.24723488855,18745508.261166003,6,8,0.864,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,6,0xd02b6d910a38479c3125308fc4737a46509cd6df,wowitsamazing,21588.082642136036,1429856.9131330003,4,12,0.856,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,7,0xdf17f4a8dd01a4cfa6fc3da323a2baee5f8697d1,ocean322,125623.88474806845,31850759.941700004,12,2,0.84,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,8,0xb27bc932bf8110d8f78e55da7d5f0497a18b5b82,,113987.5937118025,33891846.328623,14,1,0.824,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,9,0xf3531b23b504cf0aed4ff21325232b2a2d496685,powerwinner,12714.942320255388,1437320.353332,11,11,0.78,False,xrang2731,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,10,0xce25e214d5cfe4f459cf67f08df581885aae7fdc,0xcE25E214D5cfE4f459cf67F08DF581885AAE7Fdc-1777575398144,134089.5071334772,10593635.509856997,9,21,0.724,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,11,0xdf0d2ccfe3d7c2ef120395534e43afe283509f79,0xdf0D2CcfE3d7C2EF120395534e43Afe283509F79-1774320078733,11577.927071040132,1158983.0159999998,12,18,0.712,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,12,0x9501ec3b8b3e330ae593ebe5b071c3d11b648223,horizon.,85410.663304,14725976.431862,19,12,0.676,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,13,0x5bb0de4e97698184ead80c80cb17a26cd6f6814b,bobe2.1,74019.459258,18640405.627466,24,9,0.64,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,14,0xf284ad6d607f777f34bc643cea587c33a886b9f9,strike123,467253.7928659568,3746218.9669149998,0,,0.6,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,15,0xe3eeb127d5763a6e4ad597f773f9d259c94d5176,0xe3EeB127d5763a6E4aD597f773F9d259C94d5176-1780742904507,6825.738150452908,1883243.1369750004,30,8,0.576,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,16,0x0f0edbb5fca07a7efffe283624f085a7b2e2a019,prayingnotbroke,225020.685792,622024.5894010001,2,,0.576,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,17,0xf56f0fac9bdad1cfe4212cda2947343408256c44,0xf56f0FAC9bdad1cFE4212CDA2947343408256C44-1780242055301,7272.336479137908,1307486.1796940002,26,14,0.576,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,18,0x44c1dfe43260c94ed4f1d00de2e1f80fb113ebc1,aenews2,204973.8981302501,2377442.839706,3,,0.564,False,aenews,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,19,0x55be7aa03ecfbe37aa5460db791205f7ac9ddca3,coinman2,182739.85397875053,2132017.549303,4,,0.552,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,20,0x02e7f29f3e612a95a9ccca7131ce7dd5d56b59e5,CAR-GangVersion,66172.659345228,14157607.841587,28,14,0.552,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,21,0x9f5ffe76a818dce37c70f947998b52b70671a008,0x9F5fFE76a818DCE37c70F947998b52b70671A008-1772728605528,95426.40778449373,8092143.692987999,16,33,0.544,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,22,0xdf7930e89a2c47560165331863c31deca0733dcd,std0,65554.45320937737,13413169.775755998,29,15,0.532,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,23,0x2277c18fb73d4cfbd61384be80ef9339a9496604,EVP-HalfKelly,16151.23134294711,589723.6965089999,6,,0.528,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,24,0x6bab41a0dc40d6dd4c1a915b8c01969479fd1292,Dropper,158542.75400853524,673779.806155,8,,0.504,False,DropperPM,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,25,0x83e3d0550af80ec687c73bcd55594fedf28e5652,Aurora148,12815.905798012562,229839.029847,9,,0.492,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,26,0x565ca59275f81991bd9877d7fa8404c5ecf6519e,bbwlover,128334.3069780276,1883683.8619559996,10,,0.48,False,,MONTH+WEEK,0,UNKNOWN
2026-06-24T08:04:19+00:00,27,0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,justdance,127126.67494134186,4297268.880617,11,,0.468,False,,MONTH+WEEK,0,UNKNOWN
